keyData,data_id,dia_ehdiautil,dia_numeronasemana,dia_numeronomes,dia_numeronoano,semana_id,semana_nome,semana_texto,semana_numeronoano,mes_id,mes_nome,mes_texto,mes_numeronoano,trimestre_id,trimestre_nome,trimestre_texto,trimestre_numeronoano,semestre_id,semestre_nome,semestre_texto,semestre_numeronoano,ano_id,ano_nome,ano_texto
0,"0000-00-00 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20080101,"2008-01-01 00:00:00",1,2,1,1,200801,1,"Semana 1",1,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080102,"2008-01-02 00:00:00",1,3,2,2,200801,1,"Semana 1",1,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080103,"2008-01-03 00:00:00",1,4,3,3,200801,1,"Semana 1",1,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080104,"2008-01-04 00:00:00",1,5,4,4,200801,1,"Semana 1",1,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080105,"2008-01-05 00:00:00",0,6,5,5,200801,1,"Semana 1",1,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080106,"2008-01-06 00:00:00",0,7,6,6,200801,1,"Semana 1",1,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080107,"2008-01-07 00:00:00",1,1,7,7,200802,2,"Semana 2",2,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080108,"2008-01-08 00:00:00",1,2,8,8,200802,2,"Semana 2",2,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080109,"2008-01-09 00:00:00",1,3,9,9,200802,2,"Semana 2",2,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080110,"2008-01-10 00:00:00",1,4,10,10,200802,2,"Semana 2",2,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080111,"2008-01-11 00:00:00",1,5,11,11,200802,2,"Semana 2",2,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080112,"2008-01-12 00:00:00",0,6,12,12,200802,2,"Semana 2",2,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080113,"2008-01-13 00:00:00",0,7,13,13,200802,2,"Semana 2",2,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080114,"2008-01-14 00:00:00",1,1,14,14,200803,3,"Semana 3",3,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080115,"2008-01-15 00:00:00",1,2,15,15,200803,3,"Semana 3",3,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080116,"2008-01-16 00:00:00",1,3,16,16,200803,3,"Semana 3",3,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080117,"2008-01-17 00:00:00",1,4,17,17,200803,3,"Semana 3",3,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080118,"2008-01-18 00:00:00",1,5,18,18,200803,3,"Semana 3",3,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080119,"2008-01-19 00:00:00",0,6,19,19,200803,3,"Semana 3",3,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080120,"2008-01-20 00:00:00",0,7,20,20,200803,3,"Semana 3",3,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080121,"2008-01-21 00:00:00",1,1,21,21,200804,4,"Semana 4",4,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080122,"2008-01-22 00:00:00",1,2,22,22,200804,4,"Semana 4",4,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080123,"2008-01-23 00:00:00",1,3,23,23,200804,4,"Semana 4",4,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080124,"2008-01-24 00:00:00",1,4,24,24,200804,4,"Semana 4",4,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080125,"2008-01-25 00:00:00",1,5,25,25,200804,4,"Semana 4",4,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080126,"2008-01-26 00:00:00",0,6,26,26,200804,4,"Semana 4",4,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080127,"2008-01-27 00:00:00",0,7,27,27,200804,4,"Semana 4",4,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080128,"2008-01-28 00:00:00",1,1,28,28,200805,5,"Semana 5",5,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080129,"2008-01-29 00:00:00",1,2,29,29,200805,5,"Semana 5",5,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080130,"2008-01-30 00:00:00",1,3,30,30,200805,5,"Semana 5",5,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080131,"2008-01-31 00:00:00",1,4,31,31,200805,5,"Semana 5",5,200801,01,Jan,1,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080201,"2008-02-01 00:00:00",1,5,1,32,200805,5,"Semana 5",5,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080202,"2008-02-02 00:00:00",0,6,2,33,200805,5,"Semana 5",5,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080203,"2008-02-03 00:00:00",0,7,3,34,200805,5,"Semana 5",5,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080204,"2008-02-04 00:00:00",1,1,4,35,200806,6,"Semana 6",6,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080205,"2008-02-05 00:00:00",1,2,5,36,200806,6,"Semana 6",6,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080206,"2008-02-06 00:00:00",1,3,6,37,200806,6,"Semana 6",6,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080207,"2008-02-07 00:00:00",1,4,7,38,200806,6,"Semana 6",6,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080208,"2008-02-08 00:00:00",1,5,8,39,200806,6,"Semana 6",6,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080209,"2008-02-09 00:00:00",0,6,9,40,200806,6,"Semana 6",6,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080210,"2008-02-10 00:00:00",0,7,10,41,200806,6,"Semana 6",6,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080211,"2008-02-11 00:00:00",1,1,11,42,200807,7,"Semana 7",7,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080212,"2008-02-12 00:00:00",1,2,12,43,200807,7,"Semana 7",7,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080213,"2008-02-13 00:00:00",1,3,13,44,200807,7,"Semana 7",7,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080214,"2008-02-14 00:00:00",1,4,14,45,200807,7,"Semana 7",7,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080215,"2008-02-15 00:00:00",1,5,15,46,200807,7,"Semana 7",7,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080216,"2008-02-16 00:00:00",0,6,16,47,200807,7,"Semana 7",7,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080217,"2008-02-17 00:00:00",0,7,17,48,200807,7,"Semana 7",7,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080218,"2008-02-18 00:00:00",1,1,18,49,200808,8,"Semana 8",8,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080219,"2008-02-19 00:00:00",1,2,19,50,200808,8,"Semana 8",8,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080220,"2008-02-20 00:00:00",1,3,20,51,200808,8,"Semana 8",8,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080221,"2008-02-21 00:00:00",1,4,21,52,200808,8,"Semana 8",8,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080222,"2008-02-22 00:00:00",1,5,22,53,200808,8,"Semana 8",8,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080223,"2008-02-23 00:00:00",0,6,23,54,200808,8,"Semana 8",8,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080224,"2008-02-24 00:00:00",0,7,24,55,200808,8,"Semana 8",8,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080225,"2008-02-25 00:00:00",1,1,25,56,200809,9,"Semana 9",9,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080226,"2008-02-26 00:00:00",1,2,26,57,200809,9,"Semana 9",9,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080227,"2008-02-27 00:00:00",1,3,27,58,200809,9,"Semana 9",9,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080228,"2008-02-28 00:00:00",1,4,28,59,200809,9,"Semana 9",9,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080229,"2008-02-29 00:00:00",1,5,29,60,200809,9,"Semana 9",9,200802,02,Fev,2,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080301,"2008-03-01 00:00:00",0,6,1,61,200809,9,"Semana 9",9,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080302,"2008-03-02 00:00:00",0,7,2,62,200809,9,"Semana 9",9,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080303,"2008-03-03 00:00:00",1,1,3,63,200810,10,"Semana 10",10,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080304,"2008-03-04 00:00:00",1,2,4,64,200810,10,"Semana 10",10,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080305,"2008-03-05 00:00:00",1,3,5,65,200810,10,"Semana 10",10,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080306,"2008-03-06 00:00:00",1,4,6,66,200810,10,"Semana 10",10,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080307,"2008-03-07 00:00:00",1,5,7,67,200810,10,"Semana 10",10,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080308,"2008-03-08 00:00:00",0,6,8,68,200810,10,"Semana 10",10,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080309,"2008-03-09 00:00:00",0,7,9,69,200810,10,"Semana 10",10,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080310,"2008-03-10 00:00:00",1,1,10,70,200811,11,"Semana 11",11,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080311,"2008-03-11 00:00:00",1,2,11,71,200811,11,"Semana 11",11,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080312,"2008-03-12 00:00:00",1,3,12,72,200811,11,"Semana 11",11,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080313,"2008-03-13 00:00:00",1,4,13,73,200811,11,"Semana 11",11,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080314,"2008-03-14 00:00:00",1,5,14,74,200811,11,"Semana 11",11,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080315,"2008-03-15 00:00:00",0,6,15,75,200811,11,"Semana 11",11,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080316,"2008-03-16 00:00:00",0,7,16,76,200811,11,"Semana 11",11,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080317,"2008-03-17 00:00:00",1,1,17,77,200812,12,"Semana 12",12,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080318,"2008-03-18 00:00:00",1,2,18,78,200812,12,"Semana 12",12,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080319,"2008-03-19 00:00:00",1,3,19,79,200812,12,"Semana 12",12,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080320,"2008-03-20 00:00:00",1,4,20,80,200812,12,"Semana 12",12,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080321,"2008-03-21 00:00:00",1,5,21,81,200812,12,"Semana 12",12,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080322,"2008-03-22 00:00:00",0,6,22,82,200812,12,"Semana 12",12,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080323,"2008-03-23 00:00:00",0,7,23,83,200812,12,"Semana 12",12,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080324,"2008-03-24 00:00:00",1,1,24,84,200813,13,"Semana 13",13,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080325,"2008-03-25 00:00:00",1,2,25,85,200813,13,"Semana 13",13,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080326,"2008-03-26 00:00:00",1,3,26,86,200813,13,"Semana 13",13,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080327,"2008-03-27 00:00:00",1,4,27,87,200813,13,"Semana 13",13,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080328,"2008-03-28 00:00:00",1,5,28,88,200813,13,"Semana 13",13,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080329,"2008-03-29 00:00:00",0,6,29,89,200813,13,"Semana 13",13,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080330,"2008-03-30 00:00:00",0,7,30,90,200813,13,"Semana 13",13,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080331,"2008-03-31 00:00:00",1,1,31,91,200814,14,"Semana 14",14,200803,03,Mar,3,20081,Q1,"Trimestre 1",1,20081,S1,"Semestre 1",1,2008,2008,2008
20080401,"2008-04-01 00:00:00",1,2,1,92,200814,14,"Semana 14",14,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080402,"2008-04-02 00:00:00",1,3,2,93,200814,14,"Semana 14",14,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080403,"2008-04-03 00:00:00",1,4,3,94,200814,14,"Semana 14",14,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080404,"2008-04-04 00:00:00",1,5,4,95,200814,14,"Semana 14",14,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080405,"2008-04-05 00:00:00",0,6,5,96,200814,14,"Semana 14",14,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080406,"2008-04-06 00:00:00",0,7,6,97,200814,14,"Semana 14",14,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080407,"2008-04-07 00:00:00",1,1,7,98,200815,15,"Semana 15",15,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080408,"2008-04-08 00:00:00",1,2,8,99,200815,15,"Semana 15",15,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080409,"2008-04-09 00:00:00",1,3,9,100,200815,15,"Semana 15",15,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080410,"2008-04-10 00:00:00",1,4,10,101,200815,15,"Semana 15",15,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080411,"2008-04-11 00:00:00",1,5,11,102,200815,15,"Semana 15",15,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080412,"2008-04-12 00:00:00",0,6,12,103,200815,15,"Semana 15",15,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080413,"2008-04-13 00:00:00",0,7,13,104,200815,15,"Semana 15",15,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080414,"2008-04-14 00:00:00",1,1,14,105,200816,16,"Semana 16",16,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080415,"2008-04-15 00:00:00",1,2,15,106,200816,16,"Semana 16",16,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080416,"2008-04-16 00:00:00",1,3,16,107,200816,16,"Semana 16",16,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080417,"2008-04-17 00:00:00",1,4,17,108,200816,16,"Semana 16",16,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080418,"2008-04-18 00:00:00",1,5,18,109,200816,16,"Semana 16",16,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080419,"2008-04-19 00:00:00",0,6,19,110,200816,16,"Semana 16",16,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080420,"2008-04-20 00:00:00",0,7,20,111,200816,16,"Semana 16",16,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080421,"2008-04-21 00:00:00",1,1,21,112,200817,17,"Semana 17",17,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080422,"2008-04-22 00:00:00",1,2,22,113,200817,17,"Semana 17",17,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080423,"2008-04-23 00:00:00",1,3,23,114,200817,17,"Semana 17",17,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080424,"2008-04-24 00:00:00",1,4,24,115,200817,17,"Semana 17",17,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080425,"2008-04-25 00:00:00",1,5,25,116,200817,17,"Semana 17",17,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080426,"2008-04-26 00:00:00",0,6,26,117,200817,17,"Semana 17",17,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080427,"2008-04-27 00:00:00",0,7,27,118,200817,17,"Semana 17",17,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080428,"2008-04-28 00:00:00",1,1,28,119,200818,18,"Semana 18",18,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080429,"2008-04-29 00:00:00",1,2,29,120,200818,18,"Semana 18",18,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080430,"2008-04-30 00:00:00",1,3,30,121,200818,18,"Semana 18",18,200804,04,Abr,4,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080501,"2008-05-01 00:00:00",1,4,1,122,200818,18,"Semana 18",18,200805,05,Mai,5,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080502,"2008-05-02 00:00:00",1,5,2,123,200818,18,"Semana 18",18,200805,05,Mai,5,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080503,"2008-05-03 00:00:00",0,6,3,124,200818,18,"Semana 18",18,200805,05,Mai,5,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080504,"2008-05-04 00:00:00",0,7,4,125,200818,18,"Semana 18",18,200805,05,Mai,5,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080505,"2008-05-05 00:00:00",1,1,5,126,200819,19,"Semana 19",19,200805,05,Mai,5,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080506,"2008-05-06 00:00:00",1,2,6,127,200819,19,"Semana 19",19,200805,05,Mai,5,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080507,"2008-05-07 00:00:00",1,3,7,128,200819,19,"Semana 19",19,200805,05,Mai,5,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080508,"2008-05-08 00:00:00",1,4,8,129,200819,19,"Semana 19",19,200805,05,Mai,5,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080509,"2008-05-09 00:00:00",1,5,9,130,200819,19,"Semana 19",19,200805,05,Mai,5,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080510,"2008-05-10 00:00:00",0,6,10,131,200819,19,"Semana 19",19,200805,05,Mai,5,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
20080511,"2008-05-11 00:00:00",0,7,11,132,200819,19,"Semana 19",19,200805,05,Mai,5,20082,Q2,"Trimestre 2",2,20081,S1,"Semestre 1",1,2008,2008,2008
